#,Word,Oxford 3000,Oxford 5000,Level,Part Of Speech,Site URL
2503,hers,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/hers
2504,herself,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/herself
2505,hesitate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hesitate
2506,hey,1,1,a1,exclamation,https://www.oxfordlearnersdictionaries.com/definition/english/hey
2507,hi,1,1,a1,exclamation,https://www.oxfordlearnersdictionaries.com/definition/english/hi
2508,hidden,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hidden
2509,hide,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hide_1
2510,hierarchy,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hierarchy
2511,high,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/high_1
2512,high,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/high_2
2513,high,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/high_3
2514,high-profile,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/high-profile
2515,highlight,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/highlight_2
2516,highlight,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/highlight_1
2517,highly,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/highly
2518,highway,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/highway
2519,hilarious,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hilarious
2520,hill,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hill
2521,him,1,1,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/him
2522,himself,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/himself
2523,hint,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hint_1
2524,hint,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hint_2
2525,hip,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hip_1
2526,hire,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hire_2
2527,hire,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hire_1
2528,his,1,1,a1,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/his_1
2529,his,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/his_2
2530,historian,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/historian
2531,historic,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/historic
2532,historical,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/historical
2533,history,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/history
2534,hit,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hit_2
2535,hit,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hit_1
2536,hobby,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hobby
2537,hockey,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hockey
2538,hold,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hold_2
2539,hold,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hold_1
2540,hole,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hole_1
2541,holiday,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/holiday_1
2542,hollow,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hollow_1
2543,holy,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/holy
2544,home,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/home_3
2545,home,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/home_2
2546,home,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/home_1
2547,homeland,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/homeland
2548,homeless,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/homeless
2549,homework,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/homework
2550,honest,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/honest
2551,honesty,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/honesty
2552,honour,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/honour_1
2553,honour,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/honour_2
2554,hook,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hook_1
2555,hook,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hook_2
2556,hope,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hope_2
2557,hope,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hope_1
2558,hopeful,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hopeful_1
2559,hopefully,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/hopefully
2560,horizon,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horizon_1
2561,horn,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horn_1
2562,horrible,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/horrible
2563,horror,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horror
2564,horse,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horse_1
2565,hospital,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hospital
2566,host,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/host_1
2567,host,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/host_2
2568,hostage,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hostage
2569,hostile,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hostile
2570,hostility,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hostility
2571,hot,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hot_1
2572,hotel,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hotel
2573,hour,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hour
2574,house,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/house_1
2575,house,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/house_2
2576,household,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/household
2577,housing,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing
2578,how,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/how
2579,however,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/however
2580,huge,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/huge
2581,human,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/human_1
2582,human,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/human_2
2583,humanitarian,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/humanitarian_1
2584,humanity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/humanity
2585,humble,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/humble_1
2586,humorous,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/humorous
2587,humour,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/humour_1
2588,hundred,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/hundred
2589,hunger,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hunger_1
2590,hungry,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hungry
2591,hunt,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hunt_2
2592,hunt,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hunt_1
2593,hunting,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hunting
2594,hurricane,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hurricane
2595,hurry,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hurry_2
2596,hurry,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hurry_1
2597,hurt,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hurt_2
2598,hurt,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hurt_3
2599,hurt,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hurt_1
2600,husband,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/husband_1
2601,hydrogen,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hydrogen
2602,hypothesis,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hypothesis
2603,i,1,1,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/i_1
2604,ice,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ice_1
2605,ice cream,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ice-cream
2606,icon,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/icon
2607,id,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/id_2
2608,idea,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/idea
2609,ideal,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ideal_1
2610,ideal,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ideal_2
2611,identical,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/identical
2612,identification,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/identification
2613,identify,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/identify
2614,identity,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/identity
2615,ideological,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ideological
2616,ideology,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ideology
2617,idiot,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/idiot
2618,if,1,1,a1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/if_1
2619,ignorance,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ignorance
2620,ignore,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ignore
2621,ill,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ill_1
2622,illegal,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/illegal_1
2623,illness,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/illness
2624,illusion,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/illusion
2625,illustrate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/illustrate
2626,illustration,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/illustration
2627,image,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/image
2628,imagery,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/imagery
2629,imaginary,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/imaginary
2630,imagination,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/imagination
2631,imagine,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/imagine
2632,immediate,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/immediate
2633,immediately,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/immediately_1
2634,immense,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/immense
2635,immigrant,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/immigrant
2636,immigration,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/immigration
2637,imminent,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/imminent
2638,immune,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/immune
2639,impact,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/impact_1
2640,impact,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/impact_2
2641,impatient,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/impatient
2642,implement,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/implement_1
2643,implementation,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/implementation
2644,implication,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/implication
2645,imply,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/imply
2646,import,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/import_1
2647,import,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/import_2
2648,importance,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/importance
2649,important,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/important
2650,impose,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/impose
2651,impossible,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/impossible
2652,impress,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/impress
2653,impressed,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/impressed
2654,impression,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/impression
2655,impressive,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/impressive
2656,imprison,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/imprison
2657,imprisonment,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/imprisonment
2658,improve,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/improve_1
2659,improvement,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/improvement
2660,in,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/in_2
2661,in,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/in_1
2662,inability,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inability
2663,inadequate,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inadequate
2664,inappropriate,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inappropriate
2665,incentive,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/incentive
2666,inch,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inch_1
2667,incidence,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/incidence
2668,incident,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/incident_1
2669,inclined,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inclined
2670,include,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/include
2671,included,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/included
2672,including,1,1,a2,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/including
2673,inclusion,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inclusion
2674,income,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/income
2675,incorporate,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/incorporate
2676,incorrect,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/incorrect
2677,increase,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/increase_2
2678,increase,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/increase_1
2679,increasingly,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/increasingly
2680,incredible,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/incredible
2681,incredibly,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/incredibly
2682,incur,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/incur
2683,indeed,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/indeed
2684,independence,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/independence_1
2685,independent,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/independent_1
2686,index,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/index_1
2687,indicate,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/indicate
2688,indication,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/indication
2689,indicator,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/indicator
2690,indictment,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/indictment
2691,indigenous,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/indigenous
2692,indirect,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/indirect
2693,individual,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/individual_2
2694,individual,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/individual_1
2695,indoor,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/indoor
2696,indoors,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/indoors
2697,induce,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/induce
2698,indulge,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/indulge
2699,industrial,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/industrial
2700,industry,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/industry
2701,inequality,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inequality
2702,inevitable,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inevitable
2703,inevitably,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/inevitably
2704,infamous,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/infamous
2705,infant,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/infant_1
2706,infect,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/infect
2707,infection,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/infection
2708,infer,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/infer
2709,inflation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inflation
2710,inflict,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inflict
2711,influence,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/influence_1
2712,influence,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/influence_2
2713,influential,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/influential
2714,info,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/info
2715,inform,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inform
2716,informal,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/informal
2717,information,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/information
2718,infrastructure,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/infrastructure
2719,ingredient,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ingredient
2720,inhabitant,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inhabitant
2721,inherent,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inherent
2722,inherit,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inherit
2723,inhibit,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inhibit
2724,initial,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/initial_1
2725,initially,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/initially
2726,initiate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/initiate_1
2727,initiative,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/initiative
2728,inject,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inject
2729,injection,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/injection
2730,injure,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/injure
2731,injured,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/injured
2732,injury,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/injury
2733,injustice,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/injustice
2734,ink,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ink_1
2735,inmate,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inmate
2736,inner,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inner
2737,innocent,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/innocent_1
2738,innovation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/innovation
2739,innovative,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/innovative
2740,input,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/input_1
2741,inquiry,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inquiry
2742,insect,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insect
2743,insert,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/insert_1
2744,insertion,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insertion
2745,inside,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/inside_4
2746,inside,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/inside_2
2747,inside,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inside_3
2748,inside,1,1,a2,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/inside_1
2749,insider,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insider
2750,insight,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insight
2751,insist,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/insist
2752,inspect,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inspect
2753,inspection,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inspection
2754,inspector,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inspector
2755,inspiration,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/inspiration
2756,inspire,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/inspire
2757,install,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/install
2758,installation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/installation
2759,instance,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/instance_1
2760,instant,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/instant_1
2761,instantly,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/instantly
2762,instead,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/instead
2763,instinct,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/instinct
2764,institute,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/institute_1
2765,institution,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/institution
2766,institutional,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/institutional
2767,instruct,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/instruct
2768,instruction,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/instruction_1
2769,instructor,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/instructor
2770,instrument,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/instrument
2771,instrumental,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/instrumental_1
2772,insufficient,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/insufficient
2773,insult,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insult_1
2774,insult,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/insult_2
2775,insurance,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/insurance
2776,intact,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intact
2777,intake,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intake
2778,integral,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/integral
2779,integrate,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/integrate
2780,integrated,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/integrated
2781,integration,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/integration
2782,integrity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/integrity
2783,intellectual,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intellectual_1
2784,intellectual,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intellectual_2
2785,intelligence,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intelligence
2786,intelligent,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intelligent
2787,intend,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/intend
2788,intended,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intended
2789,intense,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intense
2790,intensify,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/intensify
2791,intensity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intensity
2792,intensive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/intensive
2793,intent,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intent_1
2794,intention,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/intention
2795,interact,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/interact
2796,interaction,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/interaction
2797,interactive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/interactive
2798,interest,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/interest_1
2799,interest,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/interest_2
2800,interested,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/interested
2801,interesting,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/interesting
2802,interface,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/interface_1
2803,interfere,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/interfere
2804,interference,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/interference
2805,interim,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/interim_1
